xflr5 v6.11

 Calculated polar for: S4022

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-19.750,-0.4932, 0.23588, 0.23244,-0.0116,1.0000,0.0109,-1.4335, 0.0000, 0.2053
-19.500,-0.4874, 0.23245, 0.22901,-0.0129,1.0000,0.0109,-1.4290, 0.0000, 0.2027
-19.250,-0.4816, 0.22906, 0.22563,-0.0141,1.0000,0.0109,-1.4243, 0.0000, 0.2000
-19.000,-0.4757, 0.22570, 0.22227,-0.0153,1.0000,0.0109,-1.4193, 0.0000, 0.1972
-18.750,-0.4699, 0.22239, 0.21896,-0.0165,1.0000,0.0109,-1.4142, 0.0000, 0.1945
-18.500,-0.4640, 0.21911, 0.21569,-0.0177,1.0000,0.0109,-1.4092, 0.0000, 0.1916
-18.250,-0.4582, 0.21587, 0.21246,-0.0189,1.0000,0.0109,-1.4052, 0.0000, 0.1888
-18.000,-0.4523, 0.21268, 0.20921,-0.0200,1.0000,0.0109,-1.4022, 0.0000, 0.1859
-17.750,-0.4464, 0.20951, 0.20605,-0.0211,1.0000,0.0109,-1.4059, 0.0000, 0.1830
-17.500,-0.4406, 0.20638, 0.20293,-0.0222,1.0000,0.0109,-1.4109, 0.0000, 0.1801
-17.250,-0.4349, 0.20331, 0.19987,-0.0233,1.0000,0.0109,-1.4160, 0.0000, 0.1771
-17.000,-0.4291, 0.20029, 0.19685,-0.0243,1.0000,0.0110,-1.4212, 0.0000, 0.1742
-16.750,-0.4235, 0.19732, 0.19390,-0.0253,1.0000,0.0110,-1.4266, 0.0000, 0.1712
-16.500,-0.4179, 0.19442, 0.19100,-0.0263,1.0000,0.0110,-1.4322, 0.0000, 0.1682
-16.250,-0.4125, 0.19159, 0.18817,-0.0272,1.0000,0.0110,-1.4379, 0.0000, 0.1653
-16.000,-0.4071, 0.18881, 0.18541,-0.0281,1.0000,0.0110,-1.4437, 0.0000, 0.1624
-15.750,-0.4018, 0.18608, 0.18269,-0.0290,1.0000,0.0110,-1.4495, 0.0000, 0.1595
-15.500,-0.3967, 0.18334, 0.17996,-0.0298,1.0000,0.0110,-1.4556, 0.0000, 0.1566
-15.250,-0.3917, 0.18045, 0.17708,-0.0306,1.0000,0.0110,-1.4621, 0.0000, 0.1538
-15.000,-0.3868, 0.17745, 0.17410,-0.0314,1.0000,0.0110,-1.4701, 0.0000, 0.1510
-14.750,-0.3820, 0.17445, 0.17111,-0.0322,1.0000,0.0111,-1.4805, 0.0000, 0.1482
-14.500,-0.3774, 0.17144, 0.16810,-0.0329,1.0000,0.0111,-1.4915, 0.0000, 0.1454
-14.250,-0.3729, 0.16841, 0.16510,-0.0336,1.0000,0.0111,-1.5031, 0.0000, 0.1427
-14.000,-0.3686, 0.16539, 0.16208,-0.0342,1.0000,0.0111,-1.5154, 0.0000, 0.1401
-13.750,-0.3645, 0.16236, 0.15907,-0.0348,1.0000,0.0111,-1.5285, 0.0000, 0.1376
-13.500,-0.3606, 0.15933, 0.15605,-0.0354,1.0000,0.0111,-1.5424, 0.0000, 0.1352
-13.250,-0.3570, 0.15630, 0.15304,-0.0359,1.0000,0.0111,-1.5572, 0.0000, 0.1330
-13.000,-0.3536, 0.15327, 0.15004,-0.0364,1.0000,0.0112,-1.5729, 0.0000, 0.1309
-12.500,-0.3589, 0.14227, 0.13911,-0.0376,1.0000,0.0121,-1.8543, 0.0000, 0.1297
-12.250,-0.3558, 0.13926, 0.13613,-0.0373,1.0000,0.0127,-1.8051, 0.0000, 0.1298
-12.000,-0.3501, 0.13697, 0.13386,-0.0367,1.0000,0.0133,-1.6993, 0.0000, 0.1302
