xflr5 v6.11

 Calculated polar for: E214  (11.1%)

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-19.250,-0.4875, 0.23179, 0.22820,-0.0117,1.0000,0.0130,-1.3407, 0.0000, 0.2067
-19.000,-0.4817, 0.22856, 0.22497,-0.0129,1.0000,0.0130,-1.3456, 0.0000, 0.2040
-18.750,-0.4760, 0.22537, 0.22178,-0.0142,1.0000,0.0130,-1.3508, 0.0000, 0.2013
-18.500,-0.4702, 0.22221, 0.21863,-0.0154,1.0000,0.0130,-1.3563, 0.0000, 0.1985
-18.250,-0.4645, 0.21906, 0.21549,-0.0165,1.0000,0.0131,-1.3614, 0.0000, 0.1957
-18.000,-0.4587, 0.21595, 0.21239,-0.0177,1.0000,0.0131,-1.3666, 0.0000, 0.1929
-17.750,-0.4530, 0.21288, 0.20932,-0.0188,1.0000,0.0131,-1.3723, 0.0000, 0.1901
-17.500,-0.4474, 0.20985, 0.20631,-0.0199,1.0000,0.0131,-1.3782, 0.0000, 0.1873
-17.250,-0.4418, 0.20688, 0.20330,-0.0210,1.0000,0.0131,-1.3844, 0.0000, 0.1844
-17.000,-0.4363, 0.20392, 0.20035,-0.0221,1.0000,0.0132,-1.3912, 0.0000, 0.1815
-16.750,-0.4306, 0.20085, 0.19729,-0.0231,1.0000,0.0132,-1.3968, 0.0000, 0.1787
-16.500,-0.4250, 0.19783, 0.19428,-0.0241,1.0000,0.0132,-1.4026, 0.0000, 0.1759
-16.250,-0.4194, 0.19487, 0.19133,-0.0250,1.0000,0.0132,-1.4088, 0.0000, 0.1731
-16.000,-0.4140, 0.19197, 0.18845,-0.0259,1.0000,0.0132,-1.4152, 0.0000, 0.1703
-15.750,-0.4086, 0.18913, 0.18561,-0.0268,1.0000,0.0132,-1.4220, 0.0000, 0.1675
-15.500,-0.4033, 0.18627, 0.18277,-0.0276,1.0000,0.0132,-1.4289, 0.0000, 0.1647
-15.250,-0.3981, 0.18327, 0.17978,-0.0284,1.0000,0.0132,-1.4364, 0.0000, 0.1619
-15.000,-0.3931, 0.18014, 0.17666,-0.0292,1.0000,0.0132,-1.4445, 0.0000, 0.1591
-14.750,-0.3881, 0.17699, 0.17353,-0.0299,1.0000,0.0132,-1.4531, 0.0000, 0.1564
-14.500,-0.3833, 0.17383, 0.17038,-0.0307,1.0000,0.0132,-1.4621, 0.0000, 0.1537
-14.250,-0.3786, 0.17065, 0.16721,-0.0313,1.0000,0.0132,-1.4716, 0.0000, 0.1511
-14.000,-0.3741, 0.16745, 0.16404,-0.0320,1.0000,0.0132,-1.4816, 0.0000, 0.1485
-13.750,-0.3697, 0.16425, 0.16085,-0.0326,1.0000,0.0132,-1.4922, 0.0000, 0.1460
-13.500,-0.3655, 0.16103, 0.15765,-0.0332,1.0000,0.0133,-1.5034, 0.0000, 0.1436
-13.250,-0.3614, 0.15780, 0.15443,-0.0337,1.0000,0.0133,-1.5152, 0.0000, 0.1412
-13.000,-0.3575, 0.15456, 0.15121,-0.0342,1.0000,0.0133,-1.5278, 0.0000, 0.1390
-12.750,-0.3538, 0.15131, 0.14798,-0.0347,1.0000,0.0133,-1.5410, 0.0000, 0.1368
-12.500,-0.3504, 0.14806, 0.14476,-0.0351,1.0000,0.0133,-1.5551, 0.0000, 0.1349
-12.250,-0.3522, 0.14255, 0.13931,-0.0358,1.0000,0.0135,-1.6895, 0.0000, 0.1336
-12.000,-0.3535, 0.13770, 0.13449,-0.0364,1.0000,0.0138,-1.7885, 0.0000, 0.1328
-11.750,-0.3532, 0.13379, 0.13060,-0.0367,1.0000,0.0140,-1.8386, 0.0000, 0.1321
-11.500,-0.3527, 0.13025, 0.12708,-0.0369,1.0000,0.0142,-1.8717, 0.0000, 0.1317
-11.250,-0.3521, 0.12692, 0.12378,-0.0370,1.0000,0.0143,-1.8972, 0.0000, 0.1315
-11.000,-0.3519, 0.12374, 0.12063,-0.0370,1.0000,0.0144,-1.9195, 0.0000, 0.1317
-10.750,-0.3521, 0.12066, 0.11758,-0.0370,1.0000,0.0145,-1.9413, 0.0000, 0.1323
-10.500,-0.3528, 0.11762, 0.11457,-0.0368,1.0000,0.0146,-1.9639, 0.0000, 0.1332
-10.250,-0.3540, 0.11462, 0.11160,-0.0366,1.0000,0.0147,-1.9888, 0.0000, 0.1346
-10.000,-0.3559, 0.11166, 0.10868,-0.0363,1.0000,0.0148,-2.0171, 0.0000, 0.1366
 -9.750,-0.3588, 0.10873, 0.10579,-0.0358,1.0000,0.0148,-2.0501, 0.0000, 0.1390
 -9.500,-0.3625, 0.10582, 0.10292,-0.0353,1.0000,0.0148,-2.0889, 0.0000, 0.1418
 -9.250,-0.3672, 0.10293, 0.10008,-0.0347,1.0000,0.0148,-2.1352, 0.0000, 0.1451
 -9.000,-0.3729, 0.10005, 0.09723,-0.0341,1.0000,0.0147,-2.1900, 0.0000, 0.1488
 -8.750,-0.3795, 0.09721, 0.09445,-0.0334,1.0000,0.0146,-2.2505, 0.0000, 0.1527
 -8.500,-0.3869, 0.09454, 0.09182,-0.0325,1.0000,0.0144,-2.3082, 0.0000, 0.1571
 -7.500,-0.3536, 0.07330, 0.07063,-0.0547,0.9835,0.0141,-2.6313, 0.0000, 0.0865
 -7.250,-0.3374, 0.06376, 0.06108,-0.0684,0.9761,0.0141,-2.8297, 0.0000, 0.0384
 -7.000,-0.3210, 0.05197, 0.04905,-0.0845,0.9674,0.0140,-3.1258, 0.0000,-0.0225
 -6.750,-0.3071, 0.04116, 0.03774,-0.0966,0.9593,0.0152,-3.3734, 0.0000,-0.0740
 -6.500,-0.2721, 0.04290, 0.03962,-0.0991,0.9571,0.0184,-2.8037, 0.0000,-0.1237
 -6.250,-0.2352, 0.03996, 0.03647,-0.1045,0.9550,0.0225,-2.5944, 0.0000,-0.2049
 -6.000,-0.2184, 0.03709, 0.03337,-0.1049,0.9456,0.0246,-2.5454, 0.0000,-0.2410
 -5.500,-0.1540, 0.02906, 0.02450,-0.1121,0.9377,0.0248,-2.5222, 0.0000,-0.4922
 -5.250,-0.1167, 0.02671, 0.02184,-0.1151,0.9355,0.0259,-2.4158, 0.0000,-0.7543
 -5.000,-0.0782, 0.02448, 0.01932,-0.1181,0.9338,0.0265,-2.3090, 0.0000,-1.2869
 -4.750,-0.0392, 0.02144, 0.01587,-0.1219,0.9324,0.0317,-2.1950, 0.0000,-2.9077
 -4.500, 0.0006, 0.02266, 0.01741,-0.1251,0.9309,0.0442,-1.8102, 0.0000,198.1277
 -4.000, 0.0521, 0.01720, 0.01119,-0.1239,0.9156,0.0357,-1.8598, 0.0000, 2.6615
 -3.750, 0.0900, 0.01548, 0.00919,-0.1254,0.9131,0.0327,-1.8185, 0.0000, 1.6608
 -3.500, 0.1288, 0.01436, 0.00795,-0.1274,0.9109,0.0315,-1.7134, 0.0000, 1.2495
 -3.250, 0.1700, 0.01331, 0.00679,-0.1299,0.9088,0.0311,-1.6013, 0.0000, 1.0220
 -3.000, 0.2122, 0.01231, 0.00560,-0.1327,0.9063,0.0322,-1.4977, 0.0000, 0.8810
 -2.750, 0.2544, 0.01185, 0.00486,-0.1355,0.9033,0.0301,-1.2835, 0.0000, 0.7866
 -2.500, 0.2762, 0.01133, 0.00424,-0.1339,0.8923,0.0454,-1.2558, 0.0000, 0.7380
 -2.250, 0.3110, 0.00984, 0.00388,-0.1365,0.8858,0.3327,-1.1366, 0.0000, 0.6914
 -2.000, 0.3462, 0.00929, 0.00377,-0.1382,0.8798,0.4755,-0.9636, 0.0000, 0.6510
 -1.750, 0.3842, 0.00904, 0.00363,-0.1401,0.8741,0.5364,-0.7841, 0.0000, 0.6160
 -1.500, 0.4132, 0.00896, 0.00359,-0.1402,0.8648,0.5727,-0.6342, 0.0000, 0.5902
