xflr5 v6.11

 Calculated polar for: EPPLER 472 AIRFOIL

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-20.000,-0.7824, 0.21441, 0.21099, 0.0480,1.0000,0.0232,-2.5557, 0.0000, 0.2879
-19.500,-0.7770, 0.20491, 0.20149, 0.0443,1.0000,0.0240,-2.5732, 0.0000, 0.2841
-19.000,-0.7663, 0.19793, 0.19451, 0.0411,1.0000,0.0255,-2.5532, 0.0000, 0.2816
-18.500,-0.7547, 0.19136, 0.18794, 0.0380,1.0000,0.0287,-2.5184, 0.0000, 0.2790
-18.000,-0.7709, 0.17563, 0.17223, 0.0306,1.0000,0.0388,-2.9840, 0.0000, 0.2681
-17.500,-0.7373, 0.17733, 0.17391, 0.0311,1.0000,0.0421,-2.5728, 0.0000, 0.2722
-17.000,-0.7192, 0.17356, 0.17012, 0.0292,1.0000,0.0466,-2.4299, 0.0000, 0.2716
-16.500,-0.7238, 0.16299, 0.15946, 0.0239,1.0000,0.0497,-2.5931, 0.0000, 0.2643
-16.000,-0.7370, 0.15078, 0.14730, 0.0172,1.0000,0.0548,-2.8496, 0.0000, 0.2546
-15.500,-1.2852, 0.04457, 0.03986,-0.0460,1.0000,0.0529,-7.0647, 0.0000, 0.1936
-15.000,-1.2968, 0.03815, 0.03314,-0.0482,1.0000,0.0545,-6.9674, 0.0000, 0.1933
-14.500,-1.2932, 0.03449, 0.02923,-0.0474,1.0000,0.0558,-6.7632, 0.0000, 0.1949
-14.000,-1.3069, 0.03026, 0.02472,-0.0428,1.0000,0.0598,-6.6544, 0.0000, 0.1996
-13.500,-1.3066, 0.02786, 0.02215,-0.0367,1.0000,0.0647,-6.4596, 0.0000, 0.2052
-13.000,-1.2835, 0.02710, 0.02142,-0.0322,1.0000,0.0708,-6.1314, 0.0000, 0.2090
-12.500,-1.2498, 0.02672, 0.02097,-0.0290,1.0000,0.0763,-5.7638, 0.0000, 0.2117
-12.000,-1.2089, 0.02713, 0.02133,-0.0265,1.0000,0.0792,-5.3656, 0.0000, 0.2138
-11.500,-1.1924, 0.02397, 0.01799,-0.0214,1.0000,0.0885,-5.1272, 0.0000, 0.2185
-11.000,-1.1551, 0.02344, 0.01749,-0.0183,1.0000,0.0945,-4.7761, 0.0000, 0.2213
-10.500,-1.1167, 0.02267, 0.01661,-0.0153,1.0000,0.1002,-4.4375, 0.0000, 0.2241
-10.000,-1.0746, 0.02241, 0.01623,-0.0127,1.0000,0.1050,-4.0880, 0.0000, 0.2267
 -9.500,-1.0384, 0.02064, 0.01415,-0.0095,1.0000,0.1109,-3.7824, 0.0000, 0.2300
 -9.000,-0.9998, 0.01929, 0.01280,-0.0064,1.0000,0.1193,-3.4790, 0.0000, 0.2333
 -8.500,-0.9563, 0.01875, 0.01224,-0.0039,1.0000,0.1254,-3.1610, 0.0000, 0.2362
 -8.000,-0.9120, 0.01821, 0.01162,-0.0015,1.0000,0.1319,-2.9292, 0.0000, 0.2393
 -7.500,-0.8659, 0.01809, 0.01143, 0.0008,1.0000,0.1369,-2.7325, 0.0000, 0.2424
 -7.000,-0.8238, 0.01647, 0.00964, 0.0034,1.0000,0.1445,-2.5655, 0.0000, 0.2460
 -6.500,-0.7798, 0.01554, 0.00875, 0.0059,1.0000,0.1535,-2.3890, 0.0000, 0.2499
 -6.000,-0.7338, 0.01504, 0.00816, 0.0082,1.0000,0.1605,-2.2119, 0.0000, 0.2539
 -5.500,-0.6873, 0.01458, 0.00766, 0.0104,1.0000,0.1675,-2.0621, 0.0000, 0.2583
 -5.000,-0.6402, 0.01442, 0.00748, 0.0125,1.0000,0.1730,-1.9164, 0.0000, 0.2632
 -4.500,-0.5947, 0.01336, 0.00636, 0.0147,1.0000,0.1821,-1.7866, 0.0000, 0.2688
 -4.000,-0.5493, 0.01268, 0.00577, 0.0170,1.0000,0.1929,-1.6544, 0.0000, 0.2754
 -3.500,-0.5031, 0.01232, 0.00546, 0.0192,1.0000,0.2011,-1.5335, 0.0000, 0.2830
 -3.000,-0.4569, 0.01204, 0.00521, 0.0214,1.0000,0.2088,-1.4270, 0.0000, 0.2919
