xflr5 v6.11

 Calculated polar for: E195  (11.82%)

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-20.000,-0.5869, 0.24565, 0.24232, 0.0252,1.0000,0.0096,-1.4808, 0.0000, 0.2748
-19.750,-0.5802, 0.24134, 0.23796, 0.0234,1.0000,0.0096,-1.4891, 0.0000, 0.2723
-19.500,-0.5735, 0.23708, 0.23370, 0.0216,1.0000,0.0096,-1.4978, 0.0000, 0.2699
-19.250,-0.5668, 0.23286, 0.22948, 0.0198,1.0000,0.0097,-1.5068, 0.0000, 0.2674
-19.000,-0.5600, 0.22867, 0.22530, 0.0181,1.0000,0.0097,-1.5164, 0.0000, 0.2648
-18.750,-0.5532, 0.22454, 0.22116, 0.0163,1.0000,0.0097,-1.5265, 0.0000, 0.2621
-18.500,-0.5463, 0.22044, 0.21707, 0.0145,1.0000,0.0097,-1.5373, 0.0000, 0.2594
-18.250,-0.5395, 0.21639, 0.21302, 0.0128,1.0000,0.0097,-1.5486, 0.0000, 0.2566
-18.000,-0.5326, 0.21238, 0.20902, 0.0110,1.0000,0.0097,-1.5607, 0.0000, 0.2538
-17.750,-0.5259, 0.20842, 0.20507, 0.0092,1.0000,0.0097,-1.5741, 0.0000, 0.2508
-17.500,-0.5191, 0.20452, 0.20118, 0.0075,1.0000,0.0098,-1.5890, 0.0000, 0.2478
-17.250,-0.5126, 0.20070, 0.19736, 0.0057,1.0000,0.0098,-1.6061, 0.0000, 0.2446
-17.000,-0.5121, 0.19144, 0.18815, 0.0048,1.0000,0.0113,-1.7227, 0.0000, 0.2429
-16.750,-0.5031, 0.18871, 0.18542, 0.0038,1.0000,0.0121,-1.6055, 0.0000, 0.2414
-16.500,-0.4947, 0.18606, 0.18278, 0.0026,1.0000,0.0131,-1.5132, 0.0000, 0.2393
-16.250,-0.4867, 0.18334, 0.18006, 0.0012,1.0000,0.0146,-1.4493, 0.0000, 0.2368
-16.000,-0.4790, 0.18050, 0.17723,-0.0004,1.0000,0.0172,-1.4140, 0.0000, 0.2337
-15.750,-0.4716, 0.17977, 0.17652,-0.0036,1.0000,0.0218,-1.4708, 0.0000, 0.2270
-15.000,-0.4535, 0.17362, 0.17041,-0.0094,1.0000,0.0227,-1.4965, 0.0000, 0.2145
-14.750,-0.4472, 0.17049, 0.16728,-0.0111,1.0000,0.0227,-1.4792, 0.0000, 0.2106
-14.500,-0.4409, 0.16723, 0.16404,-0.0127,1.0000,0.0228,-1.4769, 0.0000, 0.2067
-14.250,-0.4346, 0.16390, 0.16072,-0.0144,1.0000,0.0228,-1.4885, 0.0000, 0.2027
-13.750,-0.4351, 0.15104, 0.14791,-0.0179,1.0000,0.0245,-1.6854, 0.0000, 0.1948
-13.500,-0.4181, 0.14860, 0.14547,-0.0166,1.0000,0.0267,-1.4638, 0.0000, 0.1964
-13.250,-0.4094, 0.14608, 0.14295,-0.0173,1.0000,0.0283,-1.3924, 0.0000, 0.1940
-13.000,-0.4026, 0.14312, 0.14000,-0.0185,1.0000,0.0294,-1.3709, 0.0000, 0.1905
-12.750,-0.3966, 0.13998, 0.13687,-0.0198,1.0000,0.0302,-1.3668, 0.0000, 0.1866
-12.500,-0.3908, 0.13678, 0.13369,-0.0212,1.0000,0.0309,-1.3671, 0.0000, 0.1826
-12.250,-0.3854, 0.13356, 0.13048,-0.0225,1.0000,0.0318,-1.3710, 0.0000, 0.1784
-12.000,-0.3802, 0.13031, 0.12718,-0.0239,1.0000,0.0327,-1.3803, 0.0000, 0.1741
