xflr5 v6.11

 Calculated polar for: DAE-21 AIRFOIL

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-17.500,-0.1690, 0.09475, 0.09232,-0.0076,0.8045,0.0153,-0.5529, 0.0000, 0.2116
-17.000,-0.1507, 0.08851, 0.08605,-0.0102,0.7991,0.0159,-0.5270, 0.0000, 0.1905
-16.500,-0.1272, 0.08131, 0.07885,-0.0145,0.7943,0.0168,-0.5036, 0.0000, 0.1469
-16.000,-0.1029, 0.07407, 0.07162,-0.0189,0.7898,0.0180,-0.4879, 0.0000, 0.0807
-15.500,-0.0794, 0.06736, 0.06492,-0.0230,0.7845,0.0199,-0.4853, 0.0000,-0.0209
-15.000,-0.0592, 0.06258, 0.06013,-0.0269,0.7794,0.0227,-0.5202, 0.0000,-0.1786
-14.500,-0.0441, 0.05934, 0.05683,-0.0302,0.7743,0.0236,-0.5517, 0.0000,-0.3997
-14.000,-0.0291, 0.05541, 0.05287,-0.0329,0.7697,0.0239,-0.5561, 0.0000,-0.8282
-13.500,-0.0084, 0.05031, 0.04776,-0.0365,0.7646,0.0240,-0.5342, 0.0000,-3.9070
-13.000, 0.0165, 0.04442, 0.04190,-0.0410,0.7601,0.0241,-0.4996, 0.0000, 2.6327
-12.500, 0.0403, 0.03905, 0.03655,-0.0450,0.7543,0.0241,-0.4628, 0.0000, 1.3271
-12.000, 0.0611, 0.03436, 0.03186,-0.0480,0.7480,0.0242,-0.4328, 0.0000, 1.0089
-11.500, 0.0800, 0.03017, 0.02767,-0.0504,0.7429,0.0242,-0.4404, 0.0000, 0.8593
-11.000, 0.0972, 0.02647, 0.02394,-0.0523,0.7385,0.0243,-0.4523, 0.0000, 0.7711
-10.000,-0.0149, 0.10701, 0.10328,-0.0895,0.8039,0.0241,-1.2894, 0.0000,-6.1285
 -9.500,-0.0001, 0.10189, 0.09813,-0.0916,0.7972,0.0242,-1.3221, 0.0000,-1462.0744
 -9.000, 0.0145, 0.09659, 0.09289,-0.0938,0.7923,0.0242,-1.3613, 0.0000, 7.0412
 -8.500, 0.0278, 0.09134, 0.08768,-0.0957,0.7859,0.0243,-1.4087, 0.0000, 3.8584
 -7.500, 0.0465, 0.07669, 0.07308,-0.0975,0.7747,0.0275,-1.4967, 0.0000, 2.4362
 -7.000, 0.0599, 0.07274, 0.06909,-0.0977,0.7686,0.0292,-1.4422, 0.0000, 1.9462
 -6.500, 0.0645, 0.06914, 0.06556,-0.0975,0.7620,0.0312,-1.4372, 0.0000, 1.8165
 -6.000, 0.0733, 0.06499, 0.06147,-0.0998,0.7553,0.0338,-1.4536, 0.0000, 1.6565
 -5.500, 0.0959, 0.06017, 0.05665,-0.1063,0.7486,0.0383,-1.4982, 0.0000, 1.3896
 -5.000, 0.1427, 0.05638, 0.05270,-0.1152,0.7423,0.0413,-1.4907, 0.0000, 1.0763
 -4.500, 0.1819, 0.05022, 0.04628,-0.1207,0.7359,0.0415,-1.4917, 0.0000, 0.9274
