xflr5 v6.11

 Calculated polar for: E207  (12.04%)

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-20.000,-0.6213, 0.25238, 0.24898, 0.0338,1.0000,0.0120,-1.4856, 0.0000, 0.2867
-19.750,-0.6149, 0.24805, 0.24465, 0.0320,1.0000,0.0120,-1.4929, 0.0000, 0.2846
-19.500,-0.6083, 0.24374, 0.24034, 0.0303,1.0000,0.0120,-1.4998, 0.0000, 0.2825
-19.250,-0.6017, 0.23947, 0.23607, 0.0285,1.0000,0.0120,-1.5069, 0.0000, 0.2803
-19.000,-0.5950, 0.23523, 0.23183, 0.0268,1.0000,0.0121,-1.5140, 0.0000, 0.2781
-18.750,-0.5883, 0.23101, 0.22762, 0.0251,1.0000,0.0121,-1.5213, 0.0000, 0.2759
-18.500,-0.5815, 0.22682, 0.22338, 0.0234,1.0000,0.0121,-1.5282, 0.0000, 0.2736
-18.250,-0.5747, 0.22269, 0.21926, 0.0216,1.0000,0.0121,-1.5363, 0.0000, 0.2713
-18.000,-0.5678, 0.21861, 0.21517, 0.0199,1.0000,0.0121,-1.5447, 0.0000, 0.2689
-17.750,-0.5609, 0.21455, 0.21111, 0.0182,1.0000,0.0121,-1.5532, 0.0000, 0.2665
-17.500,-0.5540, 0.21052, 0.20710, 0.0166,1.0000,0.0121,-1.5621, 0.0000, 0.2640
-17.250,-0.5471, 0.20654, 0.20312, 0.0149,1.0000,0.0121,-1.5713, 0.0000, 0.2615
-17.000,-0.5402, 0.20260, 0.19918, 0.0132,1.0000,0.0121,-1.5811, 0.0000, 0.2590
-16.750,-0.5333, 0.19871, 0.19529, 0.0116,1.0000,0.0121,-1.5913, 0.0000, 0.2563
-16.500,-0.5265, 0.19485, 0.19145, 0.0099,1.0000,0.0121,-1.6021, 0.0000, 0.2537
-16.250,-0.5197, 0.19104, 0.18764, 0.0083,1.0000,0.0121,-1.6133, 0.0000, 0.2509
-16.000,-0.5139, 0.18666, 0.18331, 0.0066,1.0000,0.0122,-1.6547, 0.0000, 0.2479
-15.750,-0.5146, 0.17887, 0.17553, 0.0046,1.0000,0.0127,-1.8574, 0.0000, 0.2440
-15.500,-0.5098, 0.17458, 0.17125, 0.0031,1.0000,0.0130,-1.8927, 0.0000, 0.2412
-15.250,-0.5042, 0.17088, 0.16756, 0.0016,1.0000,0.0132,-1.9033, 0.0000, 0.2386
-15.000,-0.4985, 0.16750, 0.16419, 0.0002,1.0000,0.0134,-1.9044, 0.0000, 0.2360
-14.750,-0.4925, 0.16423, 0.16093,-0.0012,1.0000,0.0136,-1.8989, 0.0000, 0.2334
-14.500,-0.4859, 0.16089, 0.15761,-0.0024,1.0000,0.0139,-1.8793, 0.0000, 0.2310
-14.250,-0.4794, 0.15752, 0.15424,-0.0037,1.0000,0.0141,-1.8596, 0.0000, 0.2285
-14.000,-0.4732, 0.15415, 0.15089,-0.0050,1.0000,0.0143,-1.8426, 0.0000, 0.2258
-13.750,-0.4673, 0.15078, 0.14752,-0.0063,1.0000,0.0146,-1.8275, 0.0000, 0.2231
-13.500,-0.4615, 0.14739, 0.14415,-0.0076,1.0000,0.0149,-1.8135, 0.0000, 0.2202
-13.250,-0.4560, 0.14400, 0.14077,-0.0089,1.0000,0.0153,-1.7997, 0.0000, 0.2173
-13.000,-0.4507, 0.14060, 0.13739,-0.0103,1.0000,0.0157,-1.7859, 0.0000, 0.2143
-12.750,-0.4456, 0.13720, 0.13400,-0.0116,1.0000,0.0162,-1.7718, 0.0000, 0.2112
-12.500,-0.4408, 0.13376, 0.13058,-0.0130,1.0000,0.0169,-1.7594, 0.0000, 0.2079
-12.250,-0.4365, 0.13024, 0.12708,-0.0145,1.0000,0.0177,-1.7526, 0.0000, 0.2045
-12.000,-0.4329, 0.12657, 0.12342,-0.0160,1.0000,0.0186,-1.7582, 0.0000, 0.2009
-11.750,-0.4303, 0.12260, 0.11947,-0.0177,1.0000,0.0192,-1.7852, 0.0000, 0.1970
-11.500,-0.4293, 0.11826, 0.11515,-0.0194,1.0000,0.0192,-1.8398, 0.0000, 0.1931
-11.250,-0.4295, 0.11371, 0.11063,-0.0212,1.0000,0.0189,-1.9098, 0.0000, 0.1891
-11.000,-0.4304, 0.10924, 0.10618,-0.0230,1.0000,0.0190,-1.9753, 0.0000, 0.1852
-10.750,-0.4310, 0.10476, 0.10173,-0.0250,1.0000,0.0195,-2.0307, 0.0000, 0.1810
-10.500,-0.4321, 0.10017, 0.09716,-0.0271,1.0000,0.0203,-2.0938, 0.0000, 0.1765
-10.250,-0.4338, 0.09546, 0.09249,-0.0293,1.0000,0.0213,-2.1683, 0.0000, 0.1718
-10.000,-0.4359, 0.09069, 0.08775,-0.0317,1.0000,0.0221,-2.2419, 0.0000, 0.1669
 -9.750,-0.4392, 0.08577, 0.08287,-0.0342,1.0000,0.0228,-2.3198, 0.0000, 0.1620
 -9.500,-0.4446, 0.08054, 0.07768,-0.0370,1.0000,0.0231,-2.4126, 0.0000, 0.1569
 -9.250,-0.4541, 0.07434, 0.07154,-0.0407,1.0000,0.0229,-2.5488, 0.0000, 0.1509
 -9.000,-0.4846, 0.06259, 0.05982,-0.0504,1.0000,0.0205,-2.9611, 0.0000, 0.1370
 -8.750,-0.5875, 0.04571, 0.04241,-0.0537,1.0000,0.0152,-4.1343, 0.0000, 0.1504
 -8.500,-0.5781, 0.04585, 0.04258,-0.0522,1.0000,0.0165,-3.8573, 0.0000, 0.1519
 -8.250,-0.5683, 0.04573, 0.04248,-0.0506,1.0000,0.0182,-3.6102, 0.0000, 0.1536
 -8.000,-0.5690, 0.04377, 0.04043,-0.0483,1.0000,0.0194,-3.5279, 0.0000, 0.1580
 -7.750,-0.5704, 0.04160, 0.03812,-0.0456,1.0000,0.0205,-3.4696, 0.0000, 0.1631
 -7.500,-0.5717, 0.03956, 0.03593,-0.0425,1.0000,0.0215,-3.4327, 0.0000, 0.1689
 -7.000,-0.5114, 0.03339, 0.02916,-0.0483,0.9890,0.0240,-3.2188, 0.0000, 0.1488
 -6.750,-0.4782, 0.03064, 0.02611,-0.0510,0.9820,0.0247,-3.1053, 0.0000, 0.1366
 -6.500,-0.4444, 0.02800, 0.02315,-0.0534,0.9742,0.0251,-2.9949, 0.0000, 0.1229
 -6.000,-0.3798, 0.02334, 0.01782,-0.0567,0.9553,0.0255,-2.7989, 0.0000, 0.0935
 -5.750,-0.3515, 0.02018, 0.01426,-0.0577,0.9431,0.0284,-2.7240, 0.0000, 0.0784
 -5.500,-0.3205, 0.01804, 0.01194,-0.0586,0.9282,0.0305,-2.6121, 0.0000, 0.0595
 -5.250,-0.2882, 0.01654, 0.01022,-0.0592,0.9114,0.0300,-2.5125, 0.0000, 0.0368
 -5.000,-0.2556, 0.01534, 0.00883,-0.0597,0.8923,0.0291,-2.4026, 0.0000, 0.0081
 -4.750,-0.2298, 0.01439, 0.00769,-0.0589,0.8677,0.0287,-2.3039, 0.0000,-0.0150
