xflr5 v6.11

 Calculated polar for: E231

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-19.750,-0.5691, 0.23472, 0.23157, 0.0129,1.0000,0.0127,-1.6680, 0.0000, 0.2515
-19.500,-0.5620, 0.23106, 0.22791, 0.0110,1.0000,0.0127,-1.6811, 0.0000, 0.2485
-19.250,-0.5549, 0.22748, 0.22434, 0.0090,1.0000,0.0127,-1.6929, 0.0000, 0.2455
-19.000,-0.5477, 0.22392, 0.22077, 0.0071,1.0000,0.0128,-1.7024, 0.0000, 0.2425
-18.750,-0.5405, 0.22035, 0.21721, 0.0052,1.0000,0.0128,-1.7098, 0.0000, 0.2393
-18.500,-0.5332, 0.21679, 0.21366, 0.0033,1.0000,0.0128,-1.7147, 0.0000, 0.2362
-18.250,-0.5259, 0.21326, 0.21007, 0.0014,1.0000,0.0128,-1.7172, 0.0000, 0.2329
-18.000,-0.5186, 0.20978, 0.20659,-0.0004,1.0000,0.0128,-1.7185, 0.0000, 0.2296
-17.750,-0.5113, 0.20633, 0.20315,-0.0022,1.0000,0.0128,-1.7182, 0.0000, 0.2262
-17.500,-0.5039, 0.20294, 0.19976,-0.0041,1.0000,0.0128,-1.7167, 0.0000, 0.2227
-17.250,-0.4966, 0.19960, 0.19643,-0.0059,1.0000,0.0128,-1.7141, 0.0000, 0.2192
-17.000,-0.4893, 0.19630, 0.19314,-0.0077,1.0000,0.0129,-1.7106, 0.0000, 0.2155
-16.750,-0.4821, 0.19307, 0.18991,-0.0095,1.0000,0.0129,-1.7062, 0.0000, 0.2118
-16.500,-0.4748, 0.18989, 0.18674,-0.0112,1.0000,0.0129,-1.7013, 0.0000, 0.2079
-16.250,-0.4677, 0.18672, 0.18358,-0.0130,1.0000,0.0129,-1.6960, 0.0000, 0.2040
-16.000,-0.4606, 0.18348, 0.18034,-0.0147,1.0000,0.0129,-1.6905, 0.0000, 0.2000
-15.750,-0.4536, 0.18001, 0.17689,-0.0165,1.0000,0.0129,-1.6852, 0.0000, 0.1959
-15.500,-0.4467, 0.17650, 0.17339,-0.0182,1.0000,0.0129,-1.6799, 0.0000, 0.1916
-15.250,-0.4480, 0.16861, 0.16555,-0.0203,1.0000,0.0135,-1.8650, 0.0000, 0.1871
-15.000,-0.4435, 0.16404, 0.16100,-0.0218,1.0000,0.0139,-1.9014, 0.0000, 0.1834
-14.750,-0.4374, 0.16026, 0.15723,-0.0232,1.0000,0.0143,-1.8940, 0.0000, 0.1797
-14.500,-0.4290, 0.15683, 0.15380,-0.0242,1.0000,0.0146,-1.8438, 0.0000, 0.1764
-14.250,-0.4211, 0.15357, 0.15056,-0.0253,1.0000,0.0150,-1.7990, 0.0000, 0.1729
-14.000,-0.4139, 0.15037, 0.14736,-0.0266,1.0000,0.0154,-1.7644, 0.0000, 0.1691
-13.750,-0.4071, 0.14716, 0.14417,-0.0279,1.0000,0.0158,-1.7385, 0.0000, 0.1649
-13.500,-0.4008, 0.14393, 0.14094,-0.0293,1.0000,0.0162,-1.7201, 0.0000, 0.1606
-13.250,-0.3948, 0.14065, 0.13769,-0.0307,1.0000,0.0166,-1.7081, 0.0000, 0.1561
-13.000,-0.3892, 0.13734, 0.13438,-0.0321,1.0000,0.0170,-1.7021, 0.0000, 0.1514
-12.750,-0.3839, 0.13398, 0.13104,-0.0336,1.0000,0.0175,-1.7010, 0.0000, 0.1466
-12.500,-0.3790, 0.13058, 0.12767,-0.0352,1.0000,0.0179,-1.7045, 0.0000, 0.1416
-12.250,-0.3745, 0.12717, 0.12427,-0.0367,1.0000,0.0184,-1.7124, 0.0000, 0.1366
-12.000,-0.3705, 0.12374, 0.12087,-0.0383,1.0000,0.0189,-1.7245, 0.0000, 0.1316
-11.750,-0.3670, 0.12031, 0.11747,-0.0399,1.0000,0.0194,-1.7408, 0.0000, 0.1265
-11.500,-0.3635, 0.11679, 0.11397,-0.0415,1.0000,0.0200,-1.7605, 0.0000, 0.1212
-11.250,-0.3605, 0.11321, 0.11042,-0.0432,1.0000,0.0205,-1.7843, 0.0000, 0.1158
-11.000,-0.3584, 0.10966, 0.10690,-0.0449,1.0000,0.0211,-1.8127, 0.0000, 0.1108
-10.750,-0.3584, 0.10631, 0.10360,-0.0461,1.0000,0.0216,-1.8459, 0.0000, 0.1076
-10.500,-0.3655, 0.10392, 0.10127,-0.0457,0.9985,0.0220,-1.8843, 0.0000, 0.1119
-10.250,-0.3569, 0.09912, 0.09647,-0.0502,0.9925,0.0228,-1.9260, 0.0000, 0.0965
-10.000,-0.3482, 0.09416, 0.09152,-0.0551,0.9888,0.0236,-1.9773, 0.0000, 0.0788
 -9.750,-0.3383, 0.08895, 0.08631,-0.0609,0.9854,0.0246,-2.0378, 0.0000, 0.0573
 -9.500,-0.3196, 0.08498, 0.08234,-0.0676,0.9793,0.0271,-2.0618, 0.0000, 0.0254
 -9.250,-0.3088, 0.07920, 0.07646,-0.0750,0.9741,0.0274,-2.1324, 0.0000,-0.0060
 -9.000,-0.3009, 0.07193, 0.06922,-0.0854,0.9688,0.0275,-2.2454, 0.0000,-0.0467
 -8.750,-0.3046, 0.06723, 0.06442,-0.0896,0.9589,0.0276,-2.3273, 0.0000,-0.0562
 -8.500,-0.3096, 0.06341, 0.06048,-0.0914,0.9496,0.0277,-2.3891, 0.0000,-0.0567
 -6.750,-0.3425, 0.03758, 0.03328,-0.0781,0.9023,0.0226,-2.8641, 0.0000, 0.0134
 -6.500,-0.3459, 0.03030, 0.02516,-0.0725,0.8967,0.0155,-3.4798, 0.0000, 0.0320
 -6.250,-0.3282, 0.02835, 0.02286,-0.0703,0.8931,0.0143,-3.5044, 0.0000, 0.0271
 -6.000,-0.3096, 0.02683, 0.02108,-0.0686,0.8897,0.0139,-3.4327, 0.0000, 0.0195
 -5.750,-0.2917, 0.02533, 0.01932,-0.0669,0.8852,0.0138,-3.3742, 0.0000, 0.0118
 -5.500,-0.2720, 0.02328, 0.01702,-0.0654,0.8824,0.0139,-3.3373, 0.0000, 0.0003
