xflr5 v6.11

 Calculated polar for: DAE-31 AIRFOIL

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-20.000,-0.2006, 0.13681, 0.13434,-0.0239,0.9062,0.0170,-0.6825, 0.0000, 0.1284
-19.500,-0.1843, 0.13120, 0.12871,-0.0274,0.9005,0.0170,-0.6645, 0.0000, 0.0996
-19.000,-0.1690, 0.12586, 0.12335,-0.0304,0.8953,0.0170,-0.6424, 0.0000, 0.0688
-18.500,-0.1551, 0.12096, 0.11843,-0.0328,0.8903,0.0171,-0.6195, 0.0000, 0.0372
-18.000,-0.1394, 0.11580, 0.11325,-0.0357,0.8850,0.0171,-0.6061, 0.0000,-0.0075
-17.500,-0.1184, 0.10929, 0.10673,-0.0401,0.8817,0.0171,-0.6133, 0.0000,-0.0899
-17.000,-0.0987, 0.10316, 0.10060,-0.0441,0.8768,0.0172,-0.6237, 0.0000,-0.1976
-16.500,-0.0799, 0.09736, 0.09480,-0.0477,0.8717,0.0172,-0.6363, 0.0000,-0.3471
-15.500,-0.0450, 0.08280, 0.08021,-0.0527,0.8621,0.0177,-0.7204, 0.0000,-0.9222
-15.000,-0.0250, 0.07633, 0.07372,-0.0534,0.8571,0.0185,-0.6458, 0.0000,-1.8901
-14.500,-0.0027, 0.07086, 0.06825,-0.0563,0.8521,0.0194,-0.5911, 0.0000,-20.3337
-14.000, 0.0206, 0.06545, 0.06284,-0.0600,0.8474,0.0208,-0.5565, 0.0000, 3.1584
-13.500, 0.0417, 0.06059, 0.05800,-0.0632,0.8423,0.0227,-0.5398, 0.0000, 1.7650
-13.000, 0.0604, 0.05627, 0.05367,-0.0659,0.8372,0.0250,-0.5318, 0.0000, 1.3408
-12.500, 0.0739, 0.05396, 0.05134,-0.0682,0.8323,0.0282,-0.5534, 0.0000, 1.1731
-12.000, 0.0841, 0.05177, 0.04913,-0.0699,0.8278,0.0289,-0.5631, 0.0000, 1.0800
-11.500, 0.0983, 0.04869, 0.04604,-0.0723,0.8231,0.0292,-0.5541, 0.0000, 0.9850
